round,request,status,node,http_code,curl_rc,duration_ms,error
4,72,OK,idm2,200,0,284.876,
4,80,OK,idm2,200,0,165.951,
4,78,OK,idm2,200,0,179.231,
4,81,OK,idm2,200,0,163.278,
4,82,OK,idm2,200,0,154.814,
4,66,OK,idm2,200,0,388.456,
4,77,OK,idm2,200,0,242.546,
4,85,OK,idm2,200,0,198.534,
4,71,OK,idm2,200,0,395.742,
4,76,OK,idm2,200,0,327.489,
4,74,OK,idm2,200,0,383.399,
4,70,OK,idm2,200,0,425.39,
4,88,OK,idm2,200,0,155.233,
4,87,OK,idm2,200,0,174.518,
4,93,OK,idm2,200,0,154.438,
4,95,OK,idm2,200,0,152.783,
4,94,OK,idm2,200,0,161.691,
4,73,OK,idm2,200,0,459.747,
4,89,OK,idm2,200,0,204.273,
4,83,OK,idm2,200,0,316.14,
4,86,OK,idm2,200,0,292.132,
4,97,OK,idm2,200,0,186.545,
4,92,OK,idm2,200,0,214.164,
4,98,OK,idm2,200,0,133.497,
4,100,OK,idm2,200,0,128.521,
4,90,OK,idm2,200,0,247.712,
4,84,OK,idm2,200,0,359.692,
4,91,OK,idm2,200,0,251.953,
4,96,OK,idm2,200,0,225.648,
4,99,OK,idm2,200,0,155.491,
5,3,OK,idm2,200,0,131.008,
5,2,OK,idm2,200,0,103.701,
5,1,OK,idm2,200,0,140.076,
5,6,OK,idm2,200,0,139.771,
5,12,OK,idm2,200,0,152.362,
5,9,OK,idm2,200,0,160.175,
5,10,OK,idm2,200,0,160.716,
5,4,OK,idm2,200,0,198.899,
5,5,OK,idm2,200,0,196.897,
5,13,OK,idm2,200,0,162.345,
5,11,OK,idm2,200,0,184.117,
5,8,OK,idm2,200,0,207.929,
5,7,OK,idm2,200,0,246.786,
5,14,OK,idm2,200,0,240.648,
5,22,OK,idm2,200,0,173.307,
5,19,OK,idm2,200,0,198.05,
5,23,OK,idm2,200,0,197.58,
5,26,OK,idm2,200,0,175.228,
5,30,OK,idm2,200,0,163.89,
5,18,OK,idm2,200,0,285.833,
5,17,OK,idm2,200,0,288.735,
5,16,OK,idm2,200,0,309.086,
5,31,OK,idm2,200,0,182.868,
5,21,OK,idm2,200,0,267.122,
5,25,OK,idm2,200,0,238.434,
5,15,OK,idm2,200,0,349.946,
5,27,OK,idm2,200,0,236.759,
5,33,OK,idm2,200,0,198.404,
5,20,OK,idm2,200,0,352.002,
5,28,OK,idm2,200,0,293.741,
5,35,OK,idm2,200,0,184.597,
5,36,OK,idm2,200,0,201.401,
5,24,OK,idm2,200,0,364.485,
5,39,OK,idm2,200,0,174.77,
5,37,OK,idm2,200,0,201.923,
5,29,OK,idm2,200,0,343.682,
5,34,OK,idm2,200,0,251.994,
5,42,OK,idm2,200,0,194.673,
5,32,OK,idm2,200,0,362.651,
5,44,OK,idm2,200,0,201.361,
5,38,OK,idm2,200,0,242.26,
5,43,OK,idm2,200,0,208.318,
5,47,OK,idm2,200,0,201.241,
5,48,OK,idm2,200,0,213.685,
5,52,OK,idm2,200,0,183.868,
5,41,OK,idm2,200,0,317.719,
5,57,OK,idm2,200,0,189.113,
5,56,OK,idm2,200,0,192.062,
5,55,OK,idm2,200,0,196.982,
5,46,OK,idm2,200,0,338.148,
5,45,OK,idm2,200,0,343.624,
5,40,OK,idm2,200,0,397.433,
5,49,OK,idm2,200,0,305.575,
5,51,OK,idm2,200,0,305.62,
5,58,OK,idm2,200,0,213.881,
5,60,OK,idm2,200,0,204.442,
5,50,OK,idm2,200,0,319.143,
5,62,OK,idm2,200,0,209.587,
5,63,OK,idm2,200,0,211.454,
5,59,OK,idm2,200,0,254.753,
5,53,OK,idm2,200,0,339.835,
5,64,OK,idm2,200,0,204.34,
5,65,OK,idm2,200,0,214.273,
5,61,OK,idm2,200,0,315.756,
5,54,OK,idm2,200,0,388.165,
5,68,OK,idm2,200,0,192.887,
5,69,OK,idm2,200,0,193.307,
5,67,OK,idm2,200,0,222.643,
5,66,OK,idm2,200,0,283.894,
5,73,OK,idm2,200,0,230.004,
5,76,OK,idm2,200,0,210.257,
5,78,OK,idm2,200,0,199.059,
5,75,OK,idm2,200,0,214.748,
5,74,OK,idm2,200,0,257.697,
5,80,OK,idm2,200,0,221.461,
5,77,OK,idm2,200,0,273.166,
5,79,OK,idm2,200,0,280.146,
5,72,OK,idm2,200,0,339.896,
5,86,OK,idm2,200,0,194.028,
5,70,OK,idm2,200,0,368.137,
5,87,OK,idm2,200,0,240.547,
5,93,OK,idm2,200,0,162.437,
5,92,OK,idm2,200,0,172.868,
5,89,OK,idm2,200,0,204.451,
5,90,OK,idm2,200,0,183.714,
5,82,OK,idm2,200,0,314.442,
5,91,OK,idm2,200,0,186.898,
5,81,OK,idm2,200,0,353.845,
5,95,OK,idm2,200,0,149.34,
5,88,OK,idm2,200,0,265.897,
5,71,OK,idm2,200,0,455.242,
5,83,OK,idm2,200,0,327.05,
5,85,OK,idm2,200,0,311.331,
5,84,OK,idm2,200,0,320.882,
5,99,OK,idm2,200,0,119.807,
5,100,OK,idm2,200,0,112.848,
5,94,OK,idm2,200,0,213.636,
5,98,OK,idm2,200,0,149.266,
5,97,OK,idm2,200,0,151.576,
5,96,OK,idm2,200,0,197.219,
